,state,city_or_county,address,latitude,longitude
17,Illinois,Chicago,2500 block of East 75th Street,41.7592,-87.5628
41,Illinois,Chicago,West 87th Street and Ashland Avenue,41.7358,-87.6631
55,Illinois,Chicago (Englewood),5700 block of South Lowe Avenue,41.7906,-87.6418
57,Illinois,Manchester,East Street,39.5417,-90.3301
82,Illinois,Chicago,5200 block of West Iowa Street,41.8968,-87.7556
88,Illinois,Chicago,,41.8859,-87.6251
98,Illinois,Chicago,5700 block of South Sangamon Street,41.7904,-87.649
103,Illinois,Chicago,900block of East 79th Street,41.7513,-87.6027
104,Illinois,Chicago,2900 block of North Kilpatrick Avenue,41.9335,-87.7445
115,Illinois,Chicago,73rd Street and King Drive,41.7621,-87.6152
117,Illinois,Chicago,4800 block of North Sheridan Road,41.9691,-87.6548
124,Illinois,Chicago,6000 block of South Cottage Grove Avenue,41.7858,-87.6061
128,Illinois,Chicago,11300 block of South Forest Avenue,41.689,-87.6157
133,Illinois,Rockford,600 block of Woodlawn Avenue,42.2783,-89.0953
175,Illinois,Chicago,100 block of South Springfield,41.8798,-87.7232
176,Illinois,Chicago,1011 W. Wilson,41.9653,-87.6557
200,Illinois,Chicago,1809 W 50th St,41.803,-87.6699
210,Illinois,Chicago,6000 block of South Indiana Avenue,41.7854,-87.6209
302,Illinois,Pinckneyville,13 S Walnut St,38.0795,-89.383
361,Illinois,Quincy,600 block of College Street,39.9394,-91.4067
379,Illinois,Chicago,100 block of West 105th St,41.7035,-87.6259
412,Illinois,Chicago,1100 block of West Ardmore Av,41.9873,-87.6582
446,Illinois,Springfield,1801 S. 11th St,39.7827,-89.6411
456,Illinois,Chicago,7th Street and Rhodes Av,41.7402,-87.6114
468,Illinois,Rockford,Auburn and Central Streets,42.2884,-89.116
622,Illinois,Rockford,7th Street and 5th Av,42.2615,-89.0808
624,Illinois,Rockford,1102 Ferguson St,42.2623,-89.1076
645,Illinois,Taylorville,100 block of East Market Street,39.5481,-89.2948
655,Illinois,Decatur,1100 block of East Riverside Av,39.8278,-88.9418
693,Illinois,Chicago,2600 block of East 106th St,41.7028,-87.5596
706,Illinois,Chicago,300 block of West 114th St,41.6873,-87.6303
745,Illinois,Rock Falls,215 W 2nd St,41.781,-89.6937
757,Illinois,Springfield,2500 block of East Plateau Dr,39.8406,-89.5717
784,Illinois,Chicago,3900 block of West Ohio St,41.8917,-87.7235
805,Illinois,Chicago,3200 block of North Milwaukee Av,41.9393,-87.7245
831,Illinois,Chicago,5400 block of West Madison St,41.8807,-87.7605
840,Illinois,Chicago,3100 block of West 52nd S,41.7991,-87.7013
860,Illinois,Chicago,200 block of East 35th St,41.8312,-87.6216
900,Illinois,Chicago,500 block of East 38th Place,41.8248,-87.6144
910,Illinois,Bolingbrook,1300 block of Parkside Dr,41.6785,-88.1262
911,Illinois,Chicago,8000 block of South Artesian Av,41.7481,-87.6844
1023,Illinois,Park Ridge,700 block of Mayfield Drive,42.0367,-87.8614
1064,Illinois,Champaign,1300 block of Champaign St,40.1285,-88.24
1203,Illinois,Rockford,1441 Kishwaukee St,42.2533,-89.0858
1247,Illinois,Chicago,1700 block of East 72nd St,41.7643,-87.5836
1248,Illinois,Zeigler,310 N Christopher Rd,37.8924,-89.0595
1279,Illinois,Chicago,7600 block of South Kingston Av,41.7572,-87.5627
1305,Illinois,Chicago,6400 block of South Campbell Avenue,41.7773,-87.6864
1331,Illinois,Chicago,3800 block of West Chicago Av,41.8954,-87.7212
1395,Illinois,Chicago,1700 block of East 72nd St,41.7643,-87.5836
1427,Illinois,Urbana,,40.1073,-88.2095
1462,Illinois,Chicago,600 block of East 67th St,41.7732,-87.6104
1467,Illinois,Aurora,400 block of Blackhawk St,41.7648,-88.324
1550,Illinois,Chicago,7020 W. Cermak Rd,41.8517,-87.7235
1570,Illinois,Lombard,800 block of Hammerschmidt Avenue,41.8711,-88.0129
1605,Illinois,Springfield,,39.8003,-89.6493
1676,Illinois,Chicago,600 block of North Drake Avenue,41.8918,-87.715
1684,Illinois,Chicago, 6600 block of South Lowe Avenue,41.7742,-87.641
1703,Illinois,Forest Park,600 block of Lathrop Ave,41.8757,-87.814
1747,Illinois,Chicago,1300 block of West Division S,41.9035,-87.6598
1749,Illinois,Chicago,6200 block of South St. Lawrence Avenue,41.782,-87.611
1774,Illinois,Springfield,800 block of South 25th St,39.7937,-89.6201
1823,Illinois,Urbana,1600 block of Hunter St,40.1038,-88.1886
1831,Illinois,Elgin,300 block of North Street,42.0401,-88.2802
1846,Illinois,Winnebago County,3402 Azurite Place,42.213,-89.106
1905,Illinois,Chicago,"7200 block of South Damen Av, West Englewood",41.7628,-87.6738
1915,Illinois,Chicago,3000 block of South Keeler Avenue,41.8385,-87.7296
1928,Illinois,Aurora,500 block of Charles Street,41.7641,-88.3272
1929,Illinois,Aurora,800 block of North Lake Street,41.7728,-88.3142
1978,Illinois,Bloomington,800 block of East Jefferson Street,40.4806,-88.9846
2033,Illinois,Chicago,100 block of North Mason Av,41.8827,-87.7733
2040,Illinois,Chicago,10000 W O'Hare Ave,41.9715,-87.8954
2055,Illinois,Chicago,10200 block of South Commercial Av,41.71,-87.5523
2084,Illinois,Danville,1100 Koehn,40.143,-87.5964
2096,Illinois,Peoria,809 W. John Gwynn Jr. Av,40.6906,-89.6058
2100,Illinois,Kane County, 6N300 block of Essex Avenue in unicorporated St. Charles,41.9142,-88.3087
2128,Illinois,Danville,Gilbert and Fairchild,40.1384,-87.6356
2153,Illinois,East Alton,204A Maywood Drive,38.8901,-90.0647
2155,Illinois,Beach Park,38000 block of North Pine Avenue,42.4213,-87.8905
2199,Illinois,Chicago,0-100 block of East 102nd,41.709,-87.6199
2233,Illinois,Chicago,3500 block of West Dickens Avenue,41.9194,-87.7138
2338,Illinois,Belleville,1300 block of West Fourth Av,38.5111,-90.0074
2342,Illinois,Chicago,3200 block of West 23rd St,41.85,-87.7052
2370,Illinois,Winnebago County,4900 block of Kishwaukee St,42.2567,-89.0858
2374,Illinois,Chicago,3900 W. Congress Parkway,41.8745,-87.7236
2383,Illinois,Chicago,2100 block of West Warren Boulevar,41.8824,-87.6793
2417,Illinois,Chicago,8100 block of South Ashland Av Gresham neighborhood,41.7465,-87.6637
2465,Illinois,Chicago,2300 block of West Cullerton Street,41.8551,-87.6834
2469,Illinois,Bolingbrook,600 block of Kingsbrooke Court,41.6851,-88.0909
2471,Illinois,Paxton,,40.4556,-88.1025
2474,Illinois,Peoria,2210 W. Proctor St,40.6786,-89.6276
2475,Illinois,Chicago,7000 block of South Halsted Street,41.7669,-87.6448
2476,Illinois,Alton,1300 Pearl Street,38.895,-90.1663
2498,Illinois,Chicago,6200 block of South Campbell Avenue,41.7809,-87.6865
2625,Illinois,Chicago,1900 block of East 79th Street,,
2635,Illinois,Downers Grove,2205 Butterfield Road,41.8324,-88.0359
2643,Illinois,Chicago,10000 block of South Perry Avenue,41.7125,-87.6264
2686,Illinois,Chicago,1800 block of South Central Park Av,41.857,-87.7155
2690,Illinois,Chicago,4900 block of West Huron St,41.8934,-87.7484
2705,Illinois,Elgin,600 block of Wing St,42.0451,-88.2935
2725,Illinois,Decatur,400 block of North Water Street,39.8448,-88.9544
2736,Illinois,Lansing,18202 Torrence Av,41.5644,-87.5588
2749,Illinois,Chicago,6500 block of South Fairfield Av,41.7753,-87.6924
2777,Illinois,Chicago,8200 block of South Princeton Av,41.7445,-87.6317
2779,Illinois,Danville,Belton Street,40.1411,-87.5886
2781,Illinois,Chicago,10000 block of South Perry Av,41.7125,-87.6264
2785,Illinois,Chicago,71st Street exit ramp off southbound Interstate 94,41.8182,-87.6299
2817,Illinois,Chicago,800 block of North Kedzie Av,41.8958,-87.7074
2830,Illinois,Franklin County,Rend Lake College Place Apartments.,38.0157,-88.9031
2853,Illinois,Chicago,5200 block of South Ashland Avenue,41.7994,-87.6651
2880,Illinois,Springfield,2100 block of South Walnut Street.,39.7769,-89.6641
2907,Illinois,Murphysboro,1937 Walnut Street ,37.7642,-89.3446
2915,Illinois,Chicago,8300 block of South Ashland Av,41.743,-87.6636
2917,Illinois,Bensenville,200 Irving Park Road,,
2937,Illinois,Chicago, 91st Street and Commercial,41.7301,-87.5513
2949,Illinois,Champaign,1806 W. Bradley Ave,40.1275,-88.2771
2963,Illinois,Chicago,8500 block of South Constance Av,41.7405,-87.5798
2967,Illinois,Chicago, 10100 block of South Parnell Av,41.7105,-87.6372
3029,Illinois,Chicago,4300 block of North Milwaukee Av,41.9589,-87.7532
3099,Illinois,Chicago,400 block of West Erie Stree,41.8942,-87.6389
3118,Illinois,Lisle,5525 Route 53,41.7862,-88.074
3127,Illinois,Chicago,0-100 block of North Leavitt,41.8831,-87.6816
3140,Illinois,Herrin,600 block of North Park Street,37.8082,-89.0275
3172,Illinois,Rockford,9th Street and 16th Av,42.25,-89.077
3184,Illinois,Chicago,5000 block of West Cullom Street ,41.9588,-87.7529
3189,Illinois,Chicago,2300 block of South Hoyne Avenue,41.8502,-87.6786
3199,Illinois,Springfield,1800 block of Holly Drive,39.7829,-89.622
3241,Illinois,Champaign,2000-block of North Mattis,40.1376,-88.2766
3258,Illinois,Springfield,1200 block of North Eighth St,39.8185,-89.6446
3281,Illinois,Carbondale,1000 block of East Main Street ,37.7285,-89.2014
3341,Illinois,Springfield,1330 S. Dirksen Parkway,39.788,-89.6058
3343,Illinois,Chicago,2000 block of North Richmond St,41.9175,-87.7
3362,Illinois,Peoria,1800 block of South Westmoreland Avenue,40.6685,-89.629
3385,Illinois,Chicago,6900 block of South Racine Av,41.7685,-87.6546
3410,Illinois,Urbana,1821 Philo Road,40.0965,-88.1908
3412,Illinois,Chicago Heights (Ford Heights),1400 block of Ambassador Ln,41.5119,-87.5871
3433,Illinois,Chicago,3700 block of West Schubert Av,41.9301,-87.7196
3437,Illinois,Chicago,10000 W O'Hare Ave,41.9715,-87.8954
3450,Illinois,Rockford,2228 Clover Av,42.2517,-89.1144
3510,Illinois,Champaign,West Springfield,40.113,-88.2969
3511,Illinois,Chicago,4400 block of South Marshfield Avenue,,
3522,Illinois,Springfield,2600-block of Bluebird Court,39.7622,-89.6184
3524,Illinois,Rockford,2323 Charles St,42.2607,-89.0594
3529,Illinois,Taylorville,120 W. Park Street,39.5522,-89.2956
3637,Illinois,Chicago,2100 block of West Madison Av,41.8815,-87.6794
3673,Illinois,Chicago,500 block of South Washtenaw Ave,41.8749,-87.6937
3674,Illinois,Chicago,8400 bl/S. Colfax Av,41.7409,-87.5612
3699,Illinois,Galesburg,1516 N. Henderson St.,40.9661,-90.3832
3786,Illinois,Chicago,10000 W O'Hare Ave,41.9715,-87.8954
3791,Illinois,Chicago,800 bl/ S. Kolmar Av,41.8704,-87.7393
3807,Illinois,Chicago,5700 bl/W. Washington Blvd,41.8021,-87.615
3819,Illinois,Rockford,610 7th St/Golden Bar,42.2711,-89.094
3822,Illinois,Chicago,S. Union Av and W. 51st St,41.8016,-87.6429
3831,Illinois,Chicago,1700 block of North Whipple St,41.9121,-87.7038
3835,Illinois,Chicago,3800 block of West 26th St,41.8444,-87.7198
3871,Illinois,Cicero,5200 block of 30th Pl,41.8375,-87.7538
3932,Illinois,Chicago,5200 block of South Wolcott Avenue,41.7993,-87.6724
3946,Illinois,Chicago,4100 block of West 30th St,41.8387,-87.7268
3961,Illinois,Chicago,300 block of West Chicago Avenue,41.8966,-87.6357
3978,Illinois,Springfield,1100 block of North Second St,39.8139,-89.6532
3980,Illinois,Evanston,1400 block of Dewey Avenue,42.0428,-87.6965
3987,Illinois,Chicago,940 bl/N. Lawndale Av,41.9428,-87.7199
3992,Illinois,Chicago,300 bl/E. 56th St,41.7929,-87.6192
4025,Illinois,Peoria,3100 North Finnell Av,40.7255,-89.6235
4114,Illinois,Carbondale,205 N. Oakland Av,37.7275,-89.2277
4118,Illinois,Peoria,Indiana and LaSalle,40.7075,-89.5864
4132,Illinois,Murphysboro,1501 Walnut St/Amstar,37.7645,-89.3351
4151,Illinois,Chicago,6700 block of South Prairie,41.7729,-87.6187
4188,Illinois,Collinsville,901 Andra Dr,38.7228,-89.968
4254,Illinois,Dekalb (DeKalb),1020 Quail Run,41.9155,-88.775
4260,Illinois,Fairview Heights,10039 Lincoln Trail,38.5935,-90.0116
4264,Illinois,Yorkville,1400 block of Crimson Lane,41.6706,-88.4173
4273,Illinois,Fairview Heights,10039 Lincoln Trail,38.5935,-90.0116
4302,Illinois,Chicago,100 block of North Hamlin,41.882,-87.7208
4308,Illinois,Chicago,700 block of East 79th St,41.7514,-87.6073
4312,Illinois,Murphysboro,1709 Walnut St / Old National Bank,37.7645,-89.3351
4325,Illinois,Chicago,1200 block of West North Shore Av,42.0036,-87.6608
4363,Illinois,Chicago,6400 block of South Stony Island Av,41.7787,-87.5864
4392,Illinois,Peoria,1200 block of West McClure Avenue,40.7176,-89.6114
4463,Illinois,Urbana,1506 N. Cunningham Av. / Dollar General,40.1106,-88.2073
4498,Illinois,Chicago,Cooper Avenue and 155th Place,41.8781,-87.6298
4552,Illinois,Springfield,2700 block of South Whittier Av,39.7705,-89.6592
4602,Illinois,Chicago,1100 block of West 63rd S,41.7797,-87.6521
4620,Illinois,Chicago,1800 block of West 19th St,41.8559,-87.6711
4623,Illinois,Chicago,2000 block of West 21st St,41.8543,-87.6223
4673,Illinois,Chicago,500 block of West Pershing Road / Kevin's Hamburger Heaven,41.8781,-87.6298
4684,Illinois,Peoria,700 Northeast Madison Av,40.6982,-89.584
4713,Illinois,Saint Louis,401 N. 71st St,38.5993,-90.0776
4730,Illinois,Chicago,3200 block of West Armitage Av,41.9177,-87.7072
4738,Illinois,Chicago,1200 block of West 72nd St,41.7632,-87.6541
4789,Illinois,Mount Vernon,3300 Broadway,38.3145,-88.931
4795,Illinois,Chicago,East 75th Street and South Rhodes Av,41.7585,-87.6115
4817,Illinois,Chicago,6900 block of South Western Av,41.7683,-87.6834
4854,Illinois,Chicago,1900 block of South California Av,41.8555,-87.6956
4885,Illinois,Robbins,13648 S. Pulaski,41.6452,-87.7186
4890,Illinois,Rockford,1000 block of 9th St,42.2569,-89.0764
4937,Illinois,Chicago,4100 block of West Crystal Street,41.9038,-87.729
4981,Illinois,Moline,521 4th Ave,41.5058,-90.5298
5010,Illinois,Mount Vernon,,38.3255,-88.9054
5013,Illinois,Evanston,200 block of Chicago Av,42.0211,-87.6768
5014,Illinois,Chicago,10000 W O'Hare Ave,41.9715,-87.8954
5043,Illinois,Champaign,2000 block of West Bradley Av,40.1275,-88.2805
5045,Illinois,Belleville,18th Street,38.5187,-90.0039
5058,Illinois,Urbana,2000 block of Vawter St,40.0931,-88.1918
5090,Illinois,Chicago,5200 block of North Milwaukee Av,41.9746,-87.7668
5093,Illinois,Chicago,Garfield Boulevard and Princeton Av,41.7942,-87.633
5120,Illinois,Metropolis,700 block of East 8th St,37.1497,-88.7222
5148,Illinois,Waukegan,1800 block of Belvidere Road,42.348,-87.8968
5157,Illinois,Chicago,7600 block of South Wallace Street,41.7561,-87.6399
5186,Illinois,Springfield,100 block of East Calhoun Av,39.8124,-89.6545
5194,Illinois,Chicago,,41.8781,-87.6298
5216,Illinois,Champaign,300 block of Kenwood Road,40.1135,-88.2861
5223,Illinois,Cottage Hills,40 Manor Dr,38.9169,-90.0919
5227,Illinois,Chicago,6740 N Clark St,42.0038,-87.6727
5230,Illinois,Chicago,1200 block of North Lamon A,41.9023,-87.7484
5263,Illinois,Ford Heights,1500 block of Embassy Lane,41.5134,-87.5847
5284,Illinois,Ford Heights,1500 block of Embassy Lane,41.5134,-87.5847
5296,Illinois,Peoria,501 Martin Luther King Jr. Drive ,40.6955,-89.5997
5332,Illinois,Chicago,4800 block of South Elizabeth Street,41.8068,-87.6568
5344,Illinois,Chicago,8100 block of South Marshfield Av,41.7465,-87.6649
5393,Illinois,Cahokia,159 Amelia Drive,38.5572,-90.1257
5394,Illinois,Chicago,2300 block of South Central Park Av,41.8497,-87.7153
5398,Illinois,Pekin,Walmart Supercenter,40.5675,-89.6407
5404,Illinois,Peoria,,40.6856,-89.5956
5541,Illinois,Chicago,2300 block of West 71st St,41.765,-87.6809
5545,Illinois,Peoria,400 Homestead Av,40.7192,-89.5579
5550,Illinois,Peoria,200 block of David St,40.8199,-89.6183
5559,Illinois,Evanston,500 block of Howard Street,42.0195,-87.6892
5565,Illinois,Peoria,5417 N. Hamilton Road,40.7537,-89.631
5574,Illinois,Urbana, 500 block of West Iowa Street,40.1047,-88.2133
5581,Illinois,Chicago, 7100 block of South South Shore Dr,41.7662,-87.5629
5607,Illinois,Cahokia,30 block of Marilyn Lane,38.5533,-90.138
5628,Illinois,Niles,6900 block of Milwaukee Av,42.0043,-87.7943
5659,Illinois,Chicago,4400 block of West Monroe St,41.8797,-87.7355
5667,Illinois,Chicago,2200 block of North Mango Av,41.9204,-87.7699
5697,Illinois,Champaign,600 block of East White Street,40.1144,-88.2304
5716,Illinois,Granite City,5100 block of Lakeview Dr,38.7502,-90.082
5722,Illinois,Champaign,600 block of East White Street,40.1144,-88.2304
5751,Illinois,Chicago,1300 block of West Hastings St,41.8643,-87.6588
5755,Illinois,Chicago,3400 block of West Columbus Av,41.7471,-87.7075
5780,Illinois,Belleville,5900 Gateway Industrial Dr,38.5294,-90.0361
5782,Illinois,Chicago,103rd Street and Cottage Grove Av.,41.7074,-87.6065
5974,Illinois,Montgomery,2800 block of Frances Lane ,41.72,-88.4013
5976,Illinois,Highland,2600 block of Eagle Way,38.7525,-89.6798
5985,Illinois,Champaign,600 block of East White St,40.1144,-88.2304
5997,Illinois,Rockford,1070 West Riverside Boulevard,42.3157,-89.0771
6014,Illinois,Rockford,400 block of Salter Av,42.2571,-89.1018
6033,Illinois,Rockford,1730 Mobile Home Av,42.2132,-89.0692
6047,Illinois,Chicago,1500 block of South Fairfield Avenue,41.8611,-87.6948
6065,Illinois,Champaign,910 W Bloomington Rd,40.1337,-88.2612
6072,Illinois,Granite City,5140 Lakeview Dr,38.7511,-90.0827
6080,Illinois,Chicago,6100 block of South Vernon Avenue,41.7839,-87.6144
6092,Illinois,Moline,1726 11th Av,41.5013,-90.511
6101,Illinois,Johnston City,100-200 East 12th Street,37.8215,-88.925
6104,Illinois,Dolton,152nd Street near Champlain St,41.6225,-87.6014
6114,Illinois,Romeoville,300 block of Emery Av,41.6358,-88.0913
6119,Illinois,Chicago,Wilson CTA station ,41.9654,-87.6487
6211,Illinois,Peoria,Highland Homes,40.6936,-89.589
6225,Illinois,Naperville,9 E. Ogden Av ,41.7858,-88.1469
6234,Illinois,Evanston,Mulford Street and Sherman Av,42.023,-87.6816
6236,Illinois,Chicago, 300 block of North Parkside Av,41.8857,-87.7667
6276,Illinois,Highland,1100 Mercantile Dr,38.7487,-89.6774
6307,Illinois,Calumet City,200 block of West 153rd Pl,41.6164,-87.5299
6431,Illinois,Chicago,500 block of N Monticello Ave,41.8901,-87.7177
6436,Illinois,East Saint Louis,5050 Summit Av,38.6125,-90.0993
6508,Illinois,Urbana,1700 block of East Florida Av,40.0983,-88.1887
6535,Illinois,Rockford,2605 Broadway / Mobil,42.2711,-89.094
6558,Illinois,Chicago,1718 S. State St.,41.8588,-87.6272
6625,Illinois,Chicago,1500 West Diversey Parkway,41.9325,-87.666
6628,Illinois,Chicago,35th St and Dan Ryan Expressway.,41.7975,-87.6317
6653,Illinois,Chicago,5700 South Cicero Ave,41.7894,-87.7416
6670,Illinois,Chicago,4300 North Clark St,41.96,-87.6654
6699,Illinois,Chicago,1500 East 67th St,41.7734,-87.5886
6703,Illinois,Marion,Skyline Drive,37.7527,-88.9841
6711,Illinois,O'fallon,712 W. U.S. Highway 50 / Scott Credit Union,38.5923,-89.911
6730,Illinois,Chicago,800 East 82nd St,41.7458,-87.605
6764,Illinois,Rockford,2400 block of Fremont St,42.2978,-89.0798
6782,Illinois,Hometown,4080 SW Hwy,41.7337,-87.7248
6783,Illinois,Alton,1022 Tremont Street,,
6832,Illinois,Peoria,200 N. MacArthur Highway,40.6903,-89.6077
6884,Illinois,Chicago,1000 North Massasoit Avenue,41.899,-87.7693
6892,Illinois,Chicago,6500 block of West 63rd Pl,41.777,-87.7839
6894,Illinois,Chicago,0-100 block of South Mason Av,41.8789,-87.7734
6902,Illinois,Springfield,1800 block of Gregory Court,39.7828,-89.6236
6903,Illinois,Rockford,2200 block of Mulberry St,42.2775,-89.122
6968,Illinois,Chicago,10000 W O'Hare Ave,41.9715,-87.8954
6969,Illinois,Chicago,8300 South Baker Av,41.7434,-87.5503
6998,Illinois,Maywood,1426 S. 5th Av,41.8747,-87.8388
7032,Illinois,Chicago,4300 block of West Fullerton Av,41.9247,-87.7343
7036,Illinois,Chicago,1900 block of South Central Park Av,41.8544,-87.7151
7049,Illinois,Chicago,200 block of North Latrobe Av,41.8844,-87.7568
7086,Illinois,Chicago,3700 block of South Princeton Av,41.8272,-87.6339
7102,Illinois,Chicago,2000 block of West 21st Pl,41.8534,-87.676
7105,Illinois,Fisher,600 block of County Road 3300 N,40.3549,-88.3467
7114,Illinois,Harvey,14900 block of South Main St,41.619,-87.643
7121,Illinois,East Saint Louis,800 block of N 72nd St,38.6023,-90.0737
7220,Illinois,Collinsville,600 block of Arrowhead,38.6581,-89.9943
7226,Illinois,Urbana,1300 block of Silver Street,40.0915,-88.1929
7263,Illinois,Chicago,50th Street and Oakley Av,41.803,-87.6818
7273,Illinois,Chicago,9200 block of South Merrill,41.7278,-87.5722
7396,Illinois,O Fallon,1562 Frontage Rd,38.5984,-89.959
7418,Illinois,Zion,1700 block of Joppa Av,42.464,-87.8536
7422,Illinois,Cahokia,850 Jerome Lane,38.5691,-90.1685
7427,Illinois,Chicago,9200 block of South Cottage Grove Avenue,41.7274,-87.605
7435,Illinois,Springfield,1825 South MacArthur Boulevard,39.781,-89.6684
7515,Illinois,Danville,Harmon Street and Woodbury Street,40.1372,-87.6385
7539,Illinois,Oak Lawn,9800 block of 51st Av,41.7142,-87.7481
7557,Illinois,Chicago,0-100 block of East Randolph Street,41.8847,-87.6242
7559,Illinois,Chicago,Diversey Avenue ramp / Kennedy Expressway (I-90.,41.8781,-87.6298
7562,Illinois,Chicago,900 block of South Springfield Avenue,41.8698,-87.7229
7573,Illinois,Lockport,100 block of North Jefferson St,41.597,-88.0484
7577,Illinois,Chicago,6900 block South Eberhart Av,41.837,-87.6145
7597,Illinois,Swansea,,38.5056,-89.9836
7681,Illinois,Albany,,41.7542,-90.2071
7702,Illinois,Chicago,8000 block of South Sangamon St,41.7486,-87.648
7705,Illinois,Chicago,0-100 block of East 104th Pl,41.7043,-87.6206
7707,Illinois,Chicago,5400 block of South Laflin Street,41.7958,-87.6625
7721,Illinois,Chicago,9000 block of South Bishop Str,41.8894,-87.6646
7748,Illinois,Chicago,1900 block of South Hamlin Av,41.8549,-87.7203
7785,Illinois,Springfield,1000 block of North Fifth St,39.8123,-89.6491
7789,Illinois,Chicago,East 69th Street and South South Shore Av,41.7699,-87.5666
7793,Illinois,Chicago,5000 block of South Indiana Av,41.8035,-87.6214
7797,Illinois,Chicago,9000 block of South Ashland Av,41.73,-87.6633
7807,Illinois,Chicago,2300 West 57th Street,41.7904,-87.6814
7819,Illinois,Chicago,1700 block of West 46th St,41.8104,-87.6675
7839,Illinois,Elmwood Park,7420 W Fullerton Ave,41.9235,-87.8125
7840,Illinois,Rock Falls,28615 Rock Ridge Dr,41.7563,-89.6947
7874,Illinois,Peoria,2621 NE Adams St,40.7125,-89.5623
7913,Illinois,Chicago,2300 block of West 57th St,41.7904,-87.6814
7928,Illinois,Chicago,8000 block of South Elizabeth Street,41.7485,-87.6552
7931,Illinois,Chicago,400 block of West 117th St,41.6818,-87.6325
7999,Illinois,Madison County,6600 block of Lebanon Road,38.6616,-89.9516
8010,Illinois,Chicago,9200 block of South Stony Island Av,41.7275,-87.5858
8012,Illinois,Chicago,2000 block of West 63rd St,41.7796,-87.6742
8038,Illinois,Rockford,Kishwaukee Street and College Ave,42.2618,-89.0867
8053,Illinois,Springfield,Fifth and Mason,39.805,-89.6492
8074,Illinois,Chicago,Cermak Road and California Avenue,41.8519,-87.6954
8110,Illinois,Carbondale,500 block of South Wall St,37.7223,-89.2088
8116,Illinois,Chicago,8800 block of South May St,41.734,-87.6524
8118,Illinois,Chicago,7900 block of South Campbell Ave,41.75,-87.6853
8122,Illinois,Peoria,1600 West Columbia Terrace,40.7033,-89.618
8255,Illinois,Chicago,300 block of North Oakley Boulevard,41.8871,-87.6844
8275,Illinois,Chicago,50 W Washington St,41.8833,-87.6296
8300,Illinois,Chicago,79th Street and Vincennes Ave,41.7508,-87.6341
8354,Illinois,Chicago,9400 South Ashland,41.723,-87.6628
8378,Illinois,Peoria,1300 West Millman St,40.6829,-89.6136
8392,Illinois,Chicago,400 North Central Ave,41.8877,-87.7651
8405,Illinois,Chicago,4700 West Harrison St,41.8733,-87.7431
8477,Illinois,Country Club Hills,17000 block of Baker Ave,41.5704,-87.7241
8478,Illinois,Chicago,1300 West Huron St,41.8945,-87.6601
8486,Illinois,Monticello,Charter Street ,40.0234,-88.573
8514,Illinois,Carbondale,1400 block of North Illinois Ave,37.7438,-89.2188
8538,Illinois,Chicago,4900 West Race Ave,41.8907,-87.7483
8540,Illinois,Peoria,3000 Southwest Jefferson Ave,40.673,-89.62
8576,Illinois,Hoopeston,East Main Street,40.4674,-87.6637
8579,Illinois,Springfield,100 block of West Pine St,39.7859,-89.6551
8639,Illinois,Chicago,2700 East 92nd St,41.7282,-87.5581
8647,Illinois,Rockford,3200 block of Parkside Ave,42.2902,-89.1072
8657,Illinois,Sleepy Hollow,Maple Lane and Hemlock Drive ,42.0912,-88.2939
8673,Illinois,Chicago,East 115th Street and South Avenue G,41.6864,-87.5316
8676,Illinois,Chicago,9100 South Lowe Ave,41.7282,-87.6398
8764,Illinois,Champaign,400-block of East Stoughton,40.1135,-88.2335
8767,Illinois,Chicago,2300 East 75th St,41.759,-87.5684
8771,Illinois,Chicago,8200 South Vernon Av,41.7443,-87.6136
8782,Illinois,Chicago,4900 North Lawndale Ave,41.9701,-87.7208
8783,Illinois,Peoria,1600 block of North New York Ave,40.7062,-89.5876
8825,Illinois,Cahokia,1110 Camp Jackson Road,38.5625,-90.1764
8851,Illinois,Chicago, 2100 block of West Cullerton St,41.8551,-87.6785
8855,Illinois,Chicago,1900 block of North Rockwell Ave,41.8412,-87.6902
8859,Illinois,Chicago,North and Kedzie Ave,41.9478,-87.7078
8863,Illinois,Chicago,Gage Park,41.7954,-87.6962
8880,Illinois,Rock Island,34th Street and Sixth Ave,41.506,-90.5532
8904,Illinois,Champaign,,40.1129,-88.2431
8922,Illinois,Peoria,2300 block of West Starr St,40.6741,-89.6292
8943,Illinois,Carpentersville,100 block of Austin Ave,42.1285,-88.2664
8959,Illinois,Chicago,10000 W O'Hare Ave,41.9715,-87.8954
8993,Illinois,East Moline, 734 Avenue of the Cities,41.4894,-90.4433
9019,Illinois,Belleville,1551 Hartman Ln,38.5488,-89.9465
9037,Illinois,Peoria,3400 block of West Oakcrest Dr,40.7191,-89.6468
9040,Illinois,Peoria,607 E. Arcadia Ave,40.7154,-89.5874
9084,Illinois,Springfield,Ninth Street and Princeton Ave,39.7747,-89.6448
9098,Illinois,Springfield,1500 block of West Enos Ave,39.8097,-89.6785
9114,Illinois,Rockford,East State and 9th St,42.2573,-89.0673
9165,Illinois,Streamwood,701 W Schaumburg Rd,42.0314,-88.1966
9202,Illinois,East Saint Louis,N 23rd St and Gross Ave,38.6309,-90.1227
9235,Illinois,Urbana,104 S. Mathews Avenue,40.112,-88.2255
9241,Illinois,Chicago,2000 block of West 67th Place,41.7714,-87.6739
9250,Illinois,Chicago,300 block of South Cicero Ave,41.8767,-87.7455
